Record ID,Employee ID,Employee Name,Team,Process,Date,Shift,Records Received,Records Processed,Records Pending,Errors,Rework,SLA Target,SLA Achieved,Processing Time,Working Hours,Quality Score,Attendance,Status
REC001229,EMP029,Employee 029,Team C,Application Processing,2026-07-31,Morning,175,139,36,1,1,95,132,5.69,8.0,99.13,Present,Partial
REC001230,EMP030,Employee 030,Team C,Application Processing,2026-07-31,General,67,54,13,6,1,95,44,6.89,8.0,89.72,Present,Partial
REC001231,EMP031,Employee 031,Team D,Quality Review,2026-07-31,General,98,98,0,5,1,95,93,3.04,8.0,94.98,Present,Completed
REC001232,EMP032,Employee 032,Team D,Quality Review,2026-07-31,Afternoon,74,74,0,7,0,95,54,4.31,8.0,90.18,Present,Completed
REC001233,EMP033,Employee 033,Team D,Quality Review,2026-07-31,Morning,0,0,0,0,0,95,0,3.24,0.0,93.43,Leave,Pending
REC001234,EMP034,Employee 034,Team D,Quality Review,2026-07-31,Night,119,119,0,14,7,95,103,3.03,8.0,87.84,Present,Completed
REC001235,EMP035,Employee 035,Team D,Quality Review,2026-07-31,Morning,77,77,0,5,2,95,70,6.94,8.0,94.07,Present,Completed
REC001236,EMP036,Employee 036,Team D,Quality Review,2026-07-31,Night,99,99,0,7,3,95,92,5.23,8.0,93.15,Present,Completed
REC001237,EMP037,Employee 037,Team D,Quality Review,2026-07-31,Afternoon,139,138,1,4,2,95,133,5.05,8.0,97.18,Present,Partial
REC001238,EMP038,Employee 038,Team D,Quality Review,2026-07-31,General,76,76,0,4,2,95,71,3.66,8.0,94.32,Present,Completed
REC001239,EMP039,Employee 039,Team D,Quality Review,2026-07-31,Morning,90,90,0,6,2,95,82,5.86,8.0,93.74,Present,Completed
REC001240,EMP040,Employee 040,Team D,Quality Review,2026-07-31,Night,52,51,1,6,1,95,38,6.47,8.0,88.49,Present,Partial
REC001241,EMP001,Employee 001,Team A,Document Verification,2026-08-01,General,83,98,0,6,1,95,91,5.58,8.0,93.84,Present,Completed
REC001242,EMP002,Employee 002,Team A,Document Verification,2026-08-01,General,63,75,0,4,0,95,68,5.76,8.0,94.98,Present,Completed
REC001243,EMP003,Employee 003,Team A,Document Verification,2026-08-01,General,66,78,0,3,1,95,68,6.01,8.0,96.35,Present,Completed
REC001244,EMP004,Employee 004,Team A,Document Verification,2026-08-01,Night,76,90,0,6,1,95,79,4.73,8.0,93.53,Present,Completed
REC001245,EMP005,Employee 005,Team A,Document Verification,2026-08-01,Night,106,126,0,2,3,95,121,5.57,8.0,98.51,Present,Completed
REC001246,EMP006,Employee 006,Team A,Document Verification,2026-08-01,Afternoon,70,82,0,2,2,95,74,3.3,8.0,97.16,Present,Completed
REC001247,EMP007,Employee 007,Team A,Document Verification,2026-08-01,General,47,56,0,5,1,95,42,8.28,8.0,91.25,Present,Completed
REC001248,EMP008,Employee 008,Team A,Document Verification,2026-08-01,General,80,95,0,4,3,95,85,3.1,8.0,95.73,Present,Completed
REC001249,EMP009,Employee 009,Team A,Document Verification,2026-08-01,General,42,49,0,6,1,95,37,7.48,8.0,88.28,Present,Completed
REC001250,EMP010,Employee 010,Team A,Document Verification,2026-08-01,General,96,112,0,2,3,95,107,3.51,8.0,97.91,Present,Completed
REC001251,EMP011,Employee 011,Team B,Data Entry,2026-08-01,General,91,77,14,5,1,95,70,4.8,8.0,93.22,Present,Partial
REC001252,EMP012,Employee 012,Team B,Data Entry,2026-08-01,Afternoon,170,144,26,1,1,95,137,3.67,8.0,99.48,Present,Partial
REC001253,EMP013,Employee 013,Team B,Data Entry,2026-08-01,Night,86,73,13,4,2,95,66,5.03,8.0,94.24,Present,Partial
REC001254,EMP014,Employee 014,Team B,Data Entry,2026-08-01,Morning,133,113,20,3,4,95,107,5.33,8.0,96.93,Present,Partial
REC001255,EMP015,Employee 015,Team B,Data Entry,2026-08-01,Night,80,68,12,7,2,95,59,3.98,8.0,89.74,Present,Partial
REC001256,EMP016,Employee 016,Team B,Data Entry,2026-08-01,Night,117,99,18,0,2,95,95,6.22,8.0,99.53,Present,Partial
REC001257,EMP017,Employee 017,Team B,Data Entry,2026-08-01,Afternoon,111,94,17,11,5,95,80,6.81,8.0,87.97,Present,Partial
REC001258,EMP018,Employee 018,Team B,Data Entry,2026-08-01,Morning,111,94,17,5,1,95,82,3.61,8.0,95.03,Present,Partial
REC001259,EMP019,Employee 019,Team B,Data Entry,2026-08-01,Night,117,99,18,2,1,95,96,4.31,8.0,98.26,Present,Partial
REC001260,EMP020,Employee 020,Team B,Data Entry,2026-08-01,Afternoon,58,54,4,4,1,95,40,6.48,8.0,92.62,Present,Partial
REC001261,EMP021,Employee 021,Team C,Application Processing,2026-08-01,Afternoon,102,97,5,0,2,95,90,4.42,8.0,99.75,Present,Partial
REC001262,EMP022,Employee 022,Team C,Application Processing,2026-08-01,General,112,106,6,2,4,95,101,5.75,8.0,97.97,Present,Partial
REC001263,EMP023,Employee 023,Team C,Application Processing,2026-08-01,Night,127,121,6,3,4,95,116,5.64,8.0,97.88,Present,Partial
REC001264,EMP024,Employee 024,Team C,Application Processing,2026-08-01,Night,81,77,4,3,2,95,73,3.77,8.0,96.02,Present,Partial
REC001265,EMP025,Employee 025,Team C,Application Processing,2026-08-01,Afternoon,78,74,4,3,0,95,66,4.67,8.0,96.34,Present,Partial
REC001266,EMP026,Employee 026,Team C,Application Processing,2026-08-01,Afternoon,142,135,7,1,5,95,125,4.46,8.0,99.5,Present,Partial
REC001267,EMP027,Employee 027,Team C,Application Processing,2026-08-01,Afternoon,86,82,4,4,2,95,76,6.61,8.0,95.39,Present,Partial
REC001268,EMP028,Employee 028,Team C,Application Processing,2026-08-01,Morning,85,81,4,5,3,95,64,5.97,8.0,94.42,Present,Partial
REC001269,EMP029,Employee 029,Team C,Application Processing,2026-08-01,Morning,115,109,6,2,3,95,104,2.86,8.0,98.08,Present,Partial
REC001270,EMP030,Employee 030,Team C,Application Processing,2026-08-01,General,6,4,2,0,0,95,3,6.25,0.0,92.05,Leave,Partial
REC001271,EMP031,Employee 031,Team D,Quality Review,2026-08-01,General,75,76,0,5,1,95,70,5.69,8.0,94.03,Present,Completed
REC001272,EMP032,Employee 032,Team D,Quality Review,2026-08-01,Afternoon,53,55,0,3,1,95,47,7.46,8.0,94.38,Present,Completed
REC001273,EMP033,Employee 033,Team D,Quality Review,2026-08-01,Morning,78,80,0,5,1,95,75,4.69,8.0,93.7,Present,Completed
REC001274,EMP034,Employee 034,Team D,Quality Review,2026-08-01,Night,58,59,0,7,2,95,50,6.17,8.0,88.3,Present,Completed
REC001275,EMP035,Employee 035,Team D,Quality Review,2026-08-01,Morning,100,102,0,6,2,95,96,4.04,8.0,93.66,Present,Completed
REC001276,EMP036,Employee 036,Team D,Quality Review,2026-08-01,Night,61,62,0,4,1,95,57,5.3,8.0,93.81,Present,Completed
REC001277,EMP037,Employee 037,Team D,Quality Review,2026-08-01,Afternoon,90,92,0,2,2,95,84,3.72,8.0,97.39,Present,Completed
REC001278,EMP038,Employee 038,Team D,Quality Review,2026-08-01,General,70,72,0,3,2,95,66,5.49,8.0,95.14,Present,Completed
REC001279,EMP039,Employee 039,Team D,Quality Review,2026-08-01,Morning,68,70,0,4,2,95,64,4.83,8.0,94.98,Present,Completed
REC001280,EMP040,Employee 040,Team D,Quality Review,2026-08-01,Night,42,42,0,4,1,95,36,5.57,8.0,91.62,Present,Completed
REC001281,EMP001,Employee 001,Team A,Document Verification,2026-08-02,General,0,0,0,0,0,95,0,5.06,0.0,93.93,Leave,Pending
REC001282,EMP002,Employee 002,Team A,Document Verification,2026-08-02,General,82,78,4,4,0,95,71,3.43,8.0,94.28,Present,Partial
REC001283,EMP003,Employee 003,Team A,Document Verification,2026-08-02,General,93,88,5,2,0,95,80,3.21,8.0,97.53,Present,Partial
REC001284,EMP004,Employee 004,Team A,Document Verification,2026-08-02,Night,35,33,2,2,0,95,30,3.13,4.0,93.48,Half Day,Partial
REC001285,EMP005,Employee 005,Team A,Document Verification,2026-08-02,Night,126,120,6,4,1,95,118,5.12,8.0,97.0,Present,Partial
REC001286,EMP006,Employee 006,Team A,Document Verification,2026-08-02,Afternoon,101,96,5,4,3,95,87,4.31,8.0,95.44,Present,Partial
REC001287,EMP007,Employee 007,Team A,Document Verification,2026-08-02,General,70,67,3,7,1,95,59,7.85,8.0,88.95,Present,Partial
REC001288,EMP008,Employee 008,Team A,Document Verification,2026-08-02,General,105,100,5,5,2,95,90,4.03,8.0,94.53,Present,Partial
REC001289,EMP009,Employee 009,Team A,Document Verification,2026-08-02,General,71,68,3,5,0,95,54,6.18,8.0,92.16,Present,Partial
REC001290,EMP010,Employee 010,Team A,Document Verification,2026-08-02,General,126,118,8,3,2,95,117,5.85,8.0,97.25,Present,Partial
REC001291,EMP011,Employee 011,Team B,Data Entry,2026-08-02,General,122,98,24,3,3,95,86,5.49,8.0,96.95,Present,Partial
REC001292,EMP012,Employee 012,Team B,Data Entry,2026-08-02,Afternoon,176,142,34,4,1,95,136,5.41,8.0,97.02,Present,Partial
REC001293,EMP013,Employee 013,Team B,Data Entry,2026-08-02,Night,140,113,27,3,4,95,104,4.34,8.0,97.75,Present,Partial
REC001294,EMP014,Employee 014,Team B,Data Entry,2026-08-02,Morning,119,97,22,6,2,95,88,5.24,8.0,93.77,Present,Partial
REC001295,EMP015,Employee 015,Team B,Data Entry,2026-08-02,Night,47,38,9,3,1,95,33,6.41,8.0,92.66,Present,Partial
REC001296,EMP016,Employee 016,Team B,Data Entry,2026-08-02,Night,156,126,30,4,2,95,124,3.34,8.0,97.1,Present,Partial
REC001297,EMP017,Employee 017,Team B,Data Entry,2026-08-02,Afternoon,91,74,17,6,3,95,62,5.3,8.0,91.38,Present,Partial
REC001298,EMP018,Employee 018,Team B,Data Entry,2026-08-02,Morning,104,84,20,2,2,95,81,3.87,8.0,97.11,Present,Partial
REC001299,EMP019,Employee 019,Team B,Data Entry,2026-08-02,Night,80,64,16,1,1,95,61,3.3,4.0,99.14,Half Day,Partial
REC001300,EMP020,Employee 020,Team B,Data Entry,2026-08-02,Afternoon,90,75,15,8,1,95,65,7.29,8.0,89.51,Present,Partial
REC001301,EMP021,Employee 021,Team C,Application Processing,2026-08-02,Afternoon,142,104,38,1,3,95,96,5.11,8.0,98.57,Present,Partial
REC001302,EMP022,Employee 022,Team C,Application Processing,2026-08-02,General,133,97,36,3,1,95,90,6.93,8.0,96.88,Present,Partial
REC001303,EMP023,Employee 023,Team C,Application Processing,2026-08-02,Night,148,108,40,0,4,95,104,5.7,8.0,99.69,Present,Partial
REC001304,EMP024,Employee 024,Team C,Application Processing,2026-08-02,Night,0,0,0,0,0,95,0,3.8,0.0,93.41,Leave,Pending
REC001305,EMP025,Employee 025,Team C,Application Processing,2026-08-02,Afternoon,0,0,0,0,0,95,0,4.71,0.0,93.4,Leave,Pending
REC001306,EMP026,Employee 026,Team C,Application Processing,2026-08-02,Afternoon,152,111,41,3,4,95,103,6.3,8.0,97.4,Present,Partial
REC001307,EMP027,Employee 027,Team C,Application Processing,2026-08-02,Afternoon,93,68,25,4,2,95,60,5.89,8.0,94.77,Present,Partial
REC001308,EMP028,Employee 028,Team C,Application Processing,2026-08-02,Morning,79,58,21,4,1,95,53,7.42,8.0,93.61,Present,Partial
REC001309,EMP029,Employee 029,Team C,Application Processing,2026-08-02,Morning,192,141,51,1,1,95,136,5.51,8.0,99.57,Present,Partial
REC001310,EMP030,Employee 030,Team C,Application Processing,2026-08-02,General,4,3,1,0,0,95,2,6.6,0.0,89.24,Absent,Partial
REC001311,EMP031,Employee 031,Team D,Quality Review,2026-08-02,General,98,104,0,4,3,95,93,6.66,8.0,96.43,Present,Completed
REC001312,EMP032,Employee 032,Team D,Quality Review,2026-08-02,Afternoon,52,55,0,4,2,95,41,5.03,8.0,93.26,Present,Completed
REC001313,EMP033,Employee 033,Team D,Quality Review,2026-08-02,Morning,88,94,0,3,2,95,87,4.96,8.0,96.81,Present,Completed
REC001314,EMP034,Employee 034,Team D,Quality Review,2026-08-02,Night,84,89,0,11,4,95,79,5.42,8.0,87.29,Present,Completed
REC001315,EMP035,Employee 035,Team D,Quality Review,2026-08-02,Morning,82,88,0,3,3,95,82,3.05,7.5,96.75,Late,Completed
REC001316,EMP036,Employee 036,Team D,Quality Review,2026-08-02,Night,83,89,0,6,2,95,80,5.32,8.0,93.17,Present,Completed
REC001317,EMP037,Employee 037,Team D,Quality Review,2026-08-02,Afternoon,116,124,0,3,2,95,114,4.89,8.0,97.61,Present,Completed
REC001318,EMP038,Employee 038,Team D,Quality Review,2026-08-02,General,76,81,0,2,1,95,73,6.08,7.5,97.8,Late,Completed
REC001319,EMP039,Employee 039,Team D,Quality Review,2026-08-02,Morning,0,0,0,0,0,95,0,3.05,0.0,97.33,Absent,Pending
REC001320,EMP040,Employee 040,Team D,Quality Review,2026-08-02,Night,54,57,0,6,1,95,47,4.33,8.0,90.1,Present,Completed
REC001321,EMP001,Employee 001,Team A,Document Verification,2026-08-03,General,127,105,22,7,2,95,98,5.31,8.0,93.65,Present,Partial
REC001322,EMP002,Employee 002,Team A,Document Verification,2026-08-03,General,116,96,20,5,3,95,84,4.39,8.0,94.3,Present,Partial
REC001323,EMP003,Employee 003,Team A,Document Verification,2026-08-03,General,105,87,18,3,2,95,79,3.07,8.0,96.59,Present,Partial
REC001324,EMP004,Employee 004,Team A,Document Verification,2026-08-03,Night,87,72,15,3,0,95,64,5.6,8.0,96.09,Present,Partial
REC001325,EMP005,Employee 005,Team A,Document Verification,2026-08-03,Night,157,130,27,3,2,95,126,6.33,8.0,97.94,Present,Partial
REC001326,EMP006,Employee 006,Team A,Document Verification,2026-08-03,Afternoon,83,68,15,3,1,95,59,5.13,8.0,95.08,Present,Partial
REC001327,EMP007,Employee 007,Team A,Document Verification,2026-08-03,General,81,67,14,5,1,95,54,4.83,8.0,92.25,Present,Partial
REC001328,EMP008,Employee 008,Team A,Document Verification,2026-08-03,General,90,74,16,4,1,95,69,5.53,8.0,94.71,Present,Partial
REC001329,EMP009,Employee 009,Team A,Document Verification,2026-08-03,General,83,68,15,6,1,95,54,4.22,8.0,91.24,Present,Partial
REC001330,EMP010,Employee 010,Team A,Document Verification,2026-08-03,General,163,138,25,3,4,95,136,6.08,8.0,97.76,Present,Partial
REC001331,EMP011,Employee 011,Team B,Data Entry,2026-08-03,General,104,46,58,1,1,95,43,4.92,4.0,97.44,Half Day,Partial
REC001332,EMP012,Employee 012,Team B,Data Entry,2026-08-03,Afternoon,209,93,116,2,2,95,87,4.85,8.0,97.53,Present,Partial
REC001333,EMP013,Employee 013,Team B,Data Entry,2026-08-03,Night,148,66,82,3,1,95,58,4.82,8.0,94.83,Present,Partial
REC001334,EMP014,Employee 014,Team B,Data Entry,2026-08-03,Morning,210,93,117,3,3,95,85,5.08,8.0,97.05,Present,Partial
REC001335,EMP015,Employee 015,Team B,Data Entry,2026-08-03,Night,89,40,49,5,1,95,32,6.16,8.0,88.24,Present,Partial
REC001336,EMP016,Employee 016,Team B,Data Entry,2026-08-03,Night,245,109,136,2,1,95,104,4.53,8.0,98.39,Present,Partial
REC001337,EMP017,Employee 017,Team B,Data Entry,2026-08-03,Afternoon,209,93,116,8,5,95,80,5.15,8.0,91.68,Present,Partial
REC001338,EMP018,Employee 018,Team B,Data Entry,2026-08-03,Morning,173,77,96,4,2,95,70,3.59,8.0,94.25,Present,Partial
REC001339,EMP019,Employee 019,Team B,Data Entry,2026-08-03,Night,0,0,0,0,0,95,0,3.54,0.0,97.29,Leave,Pending
REC001340,EMP020,Employee 020,Team B,Data Entry,2026-08-03,Afternoon,169,77,92,6,2,95,56,7.46,8.0,91.64,Present,Partial
REC001341,EMP021,Employee 021,Team C,Application Processing,2026-08-03,Afternoon,181,127,54,1,3,95,119,4.1,8.0,99.02,Present,Partial
REC001342,EMP022,Employee 022,Team C,Application Processing,2026-08-03,General,103,72,31,3,1,95,69,3.34,8.0,96.24,Present,Partial
REC001343,EMP023,Employee 023,Team C,Application Processing,2026-08-03,Night,158,111,47,2,2,95,105,4.15,8.0,98.04,Present,Partial
REC001344,EMP024,Employee 024,Team C,Application Processing,2026-08-03,Night,126,88,38,4,1,95,83,5.04,8.0,95.53,Present,Partial
REC001345,EMP025,Employee 025,Team C,Application Processing,2026-08-03,Afternoon,123,86,37,5,2,95,72,6.73,8.0,93.65,Present,Partial
REC001346,EMP026,Employee 026,Team C,Application Processing,2026-08-03,Afternoon,179,125,54,3,4,95,117,5.37,8.0,97.97,Present,Partial
REC001347,EMP027,Employee 027,Team C,Application Processing,2026-08-03,Afternoon,148,104,44,3,1,95,90,4.22,8.0,97.47,Present,Partial
REC001348,EMP028,Employee 028,Team C,Application Processing,2026-08-03,Morning,91,63,28,5,1,95,57,4.81,7.5,91.6,Late,Partial
REC001349,EMP029,Employee 029,Team C,Application Processing,2026-08-03,Morning,183,128,55,0,1,95,123,5.81,8.0,99.76,Present,Partial
REC001350,EMP030,Employee 030,Team C,Application Processing,2026-08-03,General,74,52,22,3,1,95,43,4.25,8.0,93.45,Present,Partial
REC001351,EMP031,Employee 031,Team D,Quality Review,2026-08-03,General,110,113,0,7,3,95,99,3.19,8.0,93.39,Present,Completed
REC001352,EMP032,Employee 032,Team D,Quality Review,2026-08-03,Afternoon,86,88,0,11,2,95,69,7.34,8.0,88.03,Present,Completed
REC001353,EMP033,Employee 033,Team D,Quality Review,2026-08-03,Morning,111,114,0,6,4,95,104,5.22,8.0,94.95,Present,Completed
REC001354,EMP034,Employee 034,Team D,Quality Review,2026-08-03,Night,48,49,0,6,2,95,43,6.15,4.0,87.03,Half Day,Completed
REC001355,EMP035,Employee 035,Team D,Quality Review,2026-08-03,Morning,97,100,0,2,1,95,95,4.2,7.5,97.87,Late,Completed
REC001356,EMP036,Employee 036,Team D,Quality Review,2026-08-03,Night,108,111,0,5,2,95,103,4.42,8.0,95.75,Present,Completed
REC001357,EMP037,Employee 037,Team D,Quality Review,2026-08-03,Afternoon,145,150,0,3,1,95,136,6.48,8.0,98.0,Present,Completed
REC001358,EMP038,Employee 038,Team D,Quality Review,2026-08-03,General,97,100,0,6,2,95,94,6.87,8.0,94.43,Present,Completed
REC001359,EMP039,Employee 039,Team D,Quality Review,2026-08-03,Morning,84,87,0,4,3,95,84,6.49,8.0,95.28,Present,Completed
REC001360,EMP040,Employee 040,Team D,Quality Review,2026-08-03,Night,55,59,0,6,0,95,49,5.83,8.0,89.59,Present,Completed
REC001361,EMP001,Employee 001,Team A,Document Verification,2026-08-04,General,99,94,5,6,1,95,89,3.2,8.0,93.27,Present,Partial
REC001362,EMP002,Employee 002,Team A,Document Verification,2026-08-04,General,108,102,6,3,3,95,93,4.39,8.0,97.28,Present,Partial
REC001363,EMP003,Employee 003,Team A,Document Verification,2026-08-04,General,116,109,7,8,3,95,97,4.24,8.0,93.1,Present,Partial
REC001364,EMP004,Employee 004,Team A,Document Verification,2026-08-04,Night,109,102,7,4,1,95,94,6.24,8.0,95.85,Present,Partial
REC001365,EMP005,Employee 005,Team A,Document Verification,2026-08-04,Night,143,134,9,2,5,95,132,3.97,8.0,98.41,Present,Partial
REC001366,EMP006,Employee 006,Team A,Document Verification,2026-08-04,Afternoon,98,92,6,4,2,95,78,5.43,8.0,95.12,Present,Partial
REC001367,EMP007,Employee 007,Team A,Document Verification,2026-08-04,General,61,58,3,5,1,95,47,7.34,8.0,90.8,Present,Partial
REC001368,EMP008,Employee 008,Team A,Document Verification,2026-08-04,General,80,76,4,5,1,95,72,5.25,8.0,93.21,Present,Partial
REC001369,EMP009,Employee 009,Team A,Document Verification,2026-08-04,General,67,63,4,3,0,95,50,4.83,7.5,94.65,Late,Partial
REC001370,EMP010,Employee 010,Team A,Document Verification,2026-08-04,General,123,115,8,2,1,95,112,4.84,8.0,98.15,Present,Partial
REC001371,EMP011,Employee 011,Team B,Data Entry,2026-08-04,General,128,78,50,5,0,95,72,4.14,8.0,93.24,Present,Partial
REC001372,EMP012,Employee 012,Team B,Data Entry,2026-08-04,Afternoon,195,119,76,0,2,95,111,3.15,8.0,99.64,Present,Partial
REC001373,EMP013,Employee 013,Team B,Data Entry,2026-08-04,Night,168,103,65,6,2,95,94,3.08,8.0,93.84,Present,Partial
REC001374,EMP014,Employee 014,Team B,Data Entry,2026-08-04,Morning,194,118,76,8,3,95,111,6.77,8.0,93.08,Present,Partial
REC001375,EMP015,Employee 015,Team B,Data Entry,2026-08-04,Night,131,80,51,9,1,95,60,5.87,8.0,89.25,Present,Partial
REC001376,EMP016,Employee 016,Team B,Data Entry,2026-08-04,Night,185,113,72,1,3,95,108,4.28,8.0,99.52,Present,Partial
REC001377,EMP017,Employee 017,Team B,Data Entry,2026-08-04,Afternoon,179,109,70,12,8,95,98,3.33,8.0,89.14,Present,Partial
REC001378,EMP018,Employee 018,Team B,Data Entry,2026-08-04,Morning,0,0,0,0,0,95,0,6.26,0.0,96.03,Leave,Pending
REC001379,EMP019,Employee 019,Team B,Data Entry,2026-08-04,Night,173,106,67,1,1,95,100,5.75,8.0,98.6,Present,Partial
REC001380,EMP020,Employee 020,Team B,Data Entry,2026-08-04,Afternoon,140,86,54,6,1,95,68,5.95,8.0,92.98,Present,Partial
REC001381,EMP021,Employee 021,Team C,Application Processing,2026-08-04,Afternoon,136,100,36,2,3,95,97,4.75,8.0,98.34,Present,Partial
REC001382,EMP022,Employee 022,Team C,Application Processing,2026-08-04,General,92,67,25,3,1,95,63,4.34,8.0,94.99,Present,Partial
REC001383,EMP023,Employee 023,Team C,Application Processing,2026-08-04,Night,174,128,46,4,4,95,125,5.75,8.0,97.01,Present,Partial
REC001384,EMP024,Employee 024,Team C,Application Processing,2026-08-04,Night,85,62,23,4,0,95,56,4.28,8.0,93.33,Present,Partial
REC001385,EMP025,Employee 025,Team C,Application Processing,2026-08-04,Afternoon,99,72,27,3,2,95,64,4.53,8.0,96.29,Present,Partial
REC001386,EMP026,Employee 026,Team C,Application Processing,2026-08-04,Afternoon,183,134,49,2,3,95,122,2.94,8.0,98.63,Present,Partial
REC001387,EMP027,Employee 027,Team C,Application Processing,2026-08-04,Afternoon,109,80,29,3,0,95,72,3.04,8.0,96.55,Present,Partial
REC001388,EMP028,Employee 028,Team C,Application Processing,2026-08-04,Morning,103,76,27,8,2,95,63,8.01,8.0,89.33,Present,Partial
REC001389,EMP029,Employee 029,Team C,Application Processing,2026-08-04,Morning,169,124,45,2,2,95,119,3.67,7.5,98.63,Late,Partial
REC001390,EMP030,Employee 030,Team C,Application Processing,2026-08-04,General,66,49,17,4,0,95,38,5.04,8.0,91.22,Present,Partial
REC001391,EMP031,Employee 031,Team D,Quality Review,2026-08-04,General,93,78,15,4,2,95,71,6.85,8.0,94.63,Present,Partial
REC001392,EMP032,Employee 032,Team D,Quality Review,2026-08-04,Afternoon,66,55,11,7,1,95,44,5.46,8.0,88.17,Present,Partial
REC001393,EMP033,Employee 033,Team D,Quality Review,2026-08-04,Morning,79,67,12,3,2,95,61,3.85,8.0,95.97,Present,Partial
REC001394,EMP034,Employee 034,Team D,Quality Review,2026-08-04,Night,79,66,13,6,2,95,57,3.1,8.0,90.76,Present,Partial
REC001395,EMP035,Employee 035,Team D,Quality Review,2026-08-04,Morning,130,109,21,5,2,95,102,3.22,8.0,94.98,Present,Partial
REC001396,EMP036,Employee 036,Team D,Quality Review,2026-08-04,Night,105,88,17,4,2,95,82,4.62,8.0,95.44,Present,Partial
REC001397,EMP037,Employee 037,Team D,Quality Review,2026-08-04,Afternoon,116,97,19,2,2,95,92,6.24,8.0,97.91,Present,Partial
REC001398,EMP038,Employee 038,Team D,Quality Review,2026-08-04,General,87,73,14,2,1,95,66,4.94,8.0,96.82,Present,Partial
REC001399,EMP039,Employee 039,Team D,Quality Review,2026-08-04,Morning,82,69,13,4,1,95,62,5.75,8.0,94.28,Present,Partial
REC001400,EMP040,Employee 040,Team D,Quality Review,2026-08-04,Night,90,78,12,7,1,95,71,5.43,8.0,91.29,Present,Partial
REC001401,EMP001,Employee 001,Team A,Document Verification,2026-08-05,General,104,86,18,3,2,95,83,5.39,8.0,96.53,Present,Partial
REC001402,EMP002,Employee 002,Team A,Document Verification,2026-08-05,General,86,71,15,5,1,95,63,6.7,8.0,93.07,Present,Partial
REC001403,EMP003,Employee 003,Team A,Document Verification,2026-08-05,General,91,75,16,5,1,95,67,6.39,8.0,93.52,Present,Partial
REC001404,EMP004,Employee 004,Team A,Document Verification,2026-08-05,Night,117,97,20,5,3,95,85,3.51,8.0,94.54,Present,Partial
REC001405,EMP005,Employee 005,Team A,Document Verification,2026-08-05,Night,136,113,23,3,3,95,112,3.07,8.0,97.67,Present,Partial
REC001406,EMP006,Employee 006,Team A,Document Verification,2026-08-05,Afternoon,112,93,19,3,1,95,81,3.2,8.0,96.72,Present,Partial
REC001407,EMP007,Employee 007,Team A,Document Verification,2026-08-05,General,50,41,9,4,0,95,33,7.16,8.0,89.85,Present,Partial
REC001408,EMP008,Employee 008,Team A,Document Verification,2026-08-05,General,102,84,18,3,1,95,78,4.27,8.0,96.64,Present,Partial
REC001409,EMP009,Employee 009,Team A,Document Verification,2026-08-05,General,81,67,14,5,0,95,60,4.82,8.0,93.25,Present,Partial
REC001410,EMP010,Employee 010,Team A,Document Verification,2026-08-05,General,132,108,24,0,2,95,104,6.47,8.0,99.85,Present,Partial
REC001411,EMP011,Employee 011,Team B,Data Entry,2026-08-05,General,66,41,25,2,0,95,38,4.29,4.0,95.58,Half Day,Partial
REC001412,EMP012,Employee 012,Team B,Data Entry,2026-08-05,Afternoon,178,112,66,1,2,95,108,3.73,8.0,99.17,Present,Partial
REC001413,EMP013,Employee 013,Team B,Data Entry,2026-08-05,Night,149,94,55,6,1,95,90,6.91,8.0,93.23,Present,Partial
REC001414,EMP014,Employee 014,Team B,Data Entry,2026-08-05,Morning,115,72,43,2,1,95,65,5.58,8.0,96.7,Present,Partial
REC001415,EMP015,Employee 015,Team B,Data Entry,2026-08-05,Night,119,75,44,8,2,95,59,7.99,8.0,88.82,Present,Partial
REC001416,EMP016,Employee 016,Team B,Data Entry,2026-08-05,Night,209,131,78,1,1,95,130,3.61,8.0,99.31,Present,Partial
REC001417,EMP017,Employee 017,Team B,Data Entry,2026-08-05,Afternoon,142,89,53,7,4,95,76,4.44,8.0,92.54,Present,Partial
REC001418,EMP018,Employee 018,Team B,Data Entry,2026-08-05,Morning,117,74,43,3,2,95,66,6.59,8.0,96.35,Present,Partial
REC001419,EMP019,Employee 019,Team B,Data Entry,2026-08-05,Night,197,124,73,1,3,95,120,4.02,8.0,99.59,Present,Partial
REC001420,EMP020,Employee 020,Team B,Data Entry,2026-08-05,Afternoon,86,53,33,4,0,95,44,4.27,8.0,92.7,Present,Partial
REC001421,EMP021,Employee 021,Team C,Application Processing,2026-08-05,Afternoon,157,121,36,2,1,95,109,3.57,8.0,98.03,Present,Partial
REC001422,EMP022,Employee 022,Team C,Application Processing,2026-08-05,General,112,87,25,2,2,95,82,3.18,7.5,97.81,Late,Partial
REC001423,EMP023,Employee 023,Team C,Application Processing,2026-08-05,Night,117,90,27,1,1,95,88,2.79,8.0,98.7,Present,Partial
REC001424,EMP024,Employee 024,Team C,Application Processing,2026-08-05,Night,112,86,26,3,2,95,79,3.39,8.0,97.0,Present,Partial
REC001425,EMP025,Employee 025,Team C,Application Processing,2026-08-05,Afternoon,105,81,24,5,2,95,72,5.85,8.0,93.66,Present,Partial
REC001426,EMP026,Employee 026,Team C,Application Processing,2026-08-05,Afternoon,140,108,32,2,3,95,99,3.91,8.0,98.48,Present,Partial
REC001427,EMP027,Employee 027,Team C,Application Processing,2026-08-05,Afternoon,114,89,25,3,2,95,79,4.84,7.5,96.82,Late,Partial
